,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
1671,8,2,6,6,1,57050,7,52,5,329,2,9,3,28,20,617
1151,8,2,6,6,4,63100,11,52,4,329,4,9,3,29,20,617
1614,2,1,5,4,3,40850,5,25,5,186,2,9,1,34,25,3105
5,10,2,7,8,4,49960,3,38,2,317,4,5,2,19,13,2009
1204,10,4,6,6,4,45270,5,10,3,332,2,8,1,24,17,2009
548,10,2,6,6,4,41820,5,10,3,332,2,8,1,25,18,2009
1220,2,2,6,6,1,52900,3,92,3,272,4,1,3,26,18,3105
1532,2,2,6,4,1,45000,11,26,3,220,4,9,3,31,22,3105
1016,4,2,7,6,4,42770,11,9,5,292,4,10,2,30,19,1013
1478,2,1,6,6,1,61100,5,103,4,333,2,4,3,26,18,3105
934,3,2,1,4,1,43450,12,7,3,180,4,2,3,43,31,3916
473,2,2,5,4,1,52100,11,29,4,252,4,9,3,32,22,3105
1493,11,2,7,6,1,46950,3,134,3,325,4,1,3,24,17,870
637,3,2,6,4,1,45250,3,129,4,240,4,1,3,28,20,3916
372,10,2,7,4,3,40130,3,84,4,250,4,1,3,31,28,2009
1466,2,4,6,4,1,42800,7,28,4,220,2,9,3,32,22,3105
967,3,2,6,6,1,45750,11,7,3,300,4,9,3,30,20,3916
1103,3,2,6,4,1,40650,5,4,4,240,2,9,1,34,22,3916
1721,3,2,6,6,1,47800,11,12,3,300,4,9,3,31,20,3916
685,2,4,6,6,1,59350,7,103,4,333,2,4,3,26,17,3105
795,10,2,7,6,3,43180,10,94,3,260,4,6,1,27,20,2009
910,2,2,6,6,1,58600,11,29,5,333,4,9,3,29,21,3105
1357,3,2,6,4,4,50200,11,16,4,240,4,9,2,34,23,3916
1260,2,2,6,6,1,68300,11,30,4,333,4,9,2,30,20,3105
1171,3,2,6,4,1,42300,11,12,3,240,4,9,3,33,22,3916
975,3,2,6,6,4,60700,2,17,3,300,4,7,2,28,19,3916
246,10,2,7,6,3,42070,3,90,5,284,4,1,2,27,20,2009
1351,8,2,6,8,4,67750,5,52,3,402,2,9,3,26,17,617
219,3,2,6,6,1,61900,3,132,3,300,4,1,3,27,18,3916
142,3,2,5,6,1,51050,5,4,5,335,2,4,1,32,21,3916
853,2,2,6,6,1,64300,3,93,5,333,4,1,2,25,19,3105
1308,2,1,6,4,1,51700,5,120,3,265,2,4,1,31,22,3105
1588,3,2,6,6,4,56950,5,11,4,300,2,9,3,31,20,3916
347,11,2,7,6,1,44200,11,105,4,325,4,9,3,27,18,870
326,8,2,1,4,1,52500,3,60,4,201,4,1,3,29,22,617
1067,3,3,2,0,4,42400,2,140,4,170,4,7,1,111,137,3916
883,3,2,6,4,1,43650,11,12,4,240,4,9,3,34,22,3916
126,10,2,7,6,3,43230,10,94,4,260,4,6,1,27,20,2009
700,8,2,6,8,4,72800,11,40,5,503,4,4,3,24,18,617
1654,11,2,7,6,1,47050,3,134,4,300,4,1,3,23,17,870
1442,10,2,7,6,2,43250,3,90,3,260,4,1,2,26,19,2009
657,3,2,6,6,4,74000,11,24,3,315,4,9,2,29,19,3916
431,10,2,7,8,2,46500,3,38,3,317,4,6,2,18,12,2009
1150,8,2,6,8,1,77350,11,45,5,402,4,9,3,25,17,617
257,3,2,6,4,4,50000,5,11,4,240,2,9,3,34,23,3916
1072,3,2,6,4,1,40500,3,128,3,240,4,1,3,28,21,3916
1444,8,2,6,6,4,60300,5,112,5,362,2,4,1,29,20,617
964,10,2,7,8,2,60490,3,38,5,390,4,6,2,18,13,2009
443,3,2,6,6,4,60900,2,17,5,300,4,7,2,27,19,3916
514,10,2,6,6,4,43290,7,10,4,350,2,4,1,26,19,2009
1023,8,2,6,6,1,64600,3,60,4,329,4,1,3,22,18,617
480,2,1,5,4,1,40350,7,118,3,211,2,9,1,31,22,3105
440,3,4,6,4,4,41850,7,11,4,240,2,9,3,34,22,3916
772,2,4,6,6,1,48400,11,102,3,333,4,4,3,26,17,3105
1120,2,1,5,4,3,47600,11,29,5,252,4,9,3,34,24,3105
439,8,2,6,6,4,65990,11,45,3,329,4,9,3,30,20,617
449,11,2,7,5,1,47175,12,135,4,250,4,1,3,26,19,870
1272,10,2,7,8,2,55400,8,121,5,390,4,6,2,21,15,2009
252,2,2,6,6,1,53300,3,116,5,354,4,1,3,24,17,3105
613,2,1,6,8,1,77900,5,96,2,450,2,4,3,22,16,3105
267,8,2,6,6,1,55600,11,52,4,302,4,9,3,28,20,617
240,10,4,6,6,4,48100,5,10,5,332,2,8,1,24,17,2009
509,2,1,6,6,1,61100,5,103,5,333,2,4,3,26,18,3105
1417,3,2,6,4,4,40750,7,11,3,240,2,9,3,35,23,3916
1371,2,2,5,4,3,44800,11,29,3,220,4,9,3,33,25,3105
563,8,2,1,4,1,55150,11,52,4,195,4,2,3,38,27,617
667,11,2,7,6,1,43950,11,109,2,300,4,9,3,25,18,870
797,2,1,5,4,1,47000,12,27,5,252,4,9,3,28,23,3105
943,2,4,3,4,1,41200,7,28,5,220,2,5,3,32,23,3105
1465,2,1,6,8,1,70900,11,104,5,450,4,4,3,27,18,3105
379,3,4,6,6,4,74700,5,72,5,425,2,4,3,26,17,3916
711,11,2,7,4,3,45550,3,134,3,302,4,1,3,30,22,870
941,3,2,5,6,1,49900,11,7,5,320,4,9,3,31,21,3916
642,3,2,1,4,1,44150,12,7,4,180,4,2,3,40,30,3916
1026,3,2,6,6,4,55500,3,130,5,300,4,1,3,25,18,3916
1201,8,2,6,4,1,52900,5,40,5,241,2,9,3,29,22,617
282,2,1,5,4,3,49900,11,29,4,252,4,9,3,35,24,3105
1475,2,2,1,6,1,53400,3,93,3,240,4,1,2,28,19,3105
829,3,2,6,4,1,41250,3,128,5,240,4,1,3,28,21,3916
786,3,2,6,6,1,46800,3,128,4,300,4,1,3,27,19,3916
1203,2,1,6,4,1,42900,11,101,5,292,4,4,1,28,21,3105
1740,8,2,6,4,4,47000,5,113,4,241,2,9,1,32,25,617
1666,8,2,6,6,1,54500,3,60,5,302,4,1,3,22,18,617
187,3,2,6,6,1,56200,3,130,3,300,4,1,3,27,18,3916
574,2,2,1,6,1,57700,3,92,4,240,4,1,3,31,24,3105
1196,8,2,1,4,1,54300,11,52,3,195,4,2,3,38,27,617
890,10,2,6,6,4,43290,7,10,3,350,2,4,1,26,19,2009
765,11,2,7,6,1,51050,3,134,4,325,4,1,3,23,17,870
191,8,2,6,6,1,49770,3,69,1,302,4,1,3,23,18,617
412,11,2,7,6,1,47050,3,134,3,300,4,1,3,24,17,870
1144,10,2,6,6,4,46790,7,10,5,350,2,4,1,26,19,2009
708,2,1,5,4,1,47050,5,25,3,220,2,9,1,32,23,3105
283,2,2,6,6,1,58800,3,93,5,333,4,1,2,25,19,3105
805,11,2,7,4,3,40950,3,134,5,240,4,1,3,30,23,870
68,2,1,6,6,1,60350,7,103,4,333,2,4,3,28,18,3105
204,3,2,5,6,1,59300,5,11,5,320,2,9,3,30,20,3916
643,3,2,6,4,4,40300,11,12,3,240,4,9,3,34,23,3916
1805,2,2,5,4,1,49800,11,29,5,252,4,9,3,32,22,3105
1239,2,1,6,8,1,77900,5,96,1,450,2,4,3,23,16,3105
447,11,2,7,4,3,48375,11,109,4,240,4,9,3,37,25,870
1099,2,2,6,4,1,40900,3,92,4,220,4,1,3,28,20,3105
1522,2,2,6,4,1,42200,3,92,3,220,4,1,3,28,20,3105
1729,3,2,5,4,1,44150,7,11,5,248,2,9,3,33,23,3916
1825,3,2,6,6,1,63200,2,17,4,300,4,7,2,26,18,3916
499,2,2,1,6,1,65400,3,93,3,240,4,1,2,28,19,3105
1262,10,2,7,4,1,43780,3,84,4,250,4,1,3,30,26,2009
7,11,2,7,6,1,47700,11,105,4,325,4,9,3,27,18,870
247,2,1,6,6,1,50200,11,102,4,333,4,4,3,28,18,3105
1185,2,2,6,6,1,46400,3,92,5,272,4,1,3,26,18,3105
1499,2,2,6,6,1,60200,3,116,3,354,4,1,3,24,17,3105
779,8,2,6,6,4,62250,5,52,4,329,2,9,3,29,20,617
1121,10,2,7,8,2,43810,3,38,3,317,4,6,2,18,12,2009
1468,2,1,6,8,1,79200,5,96,3,450,2,4,3,22,16,3105
819,10,2,7,8,2,49460,8,121,5,390,4,6,2,21,15,2009
541,10,2,7,4,3,42180,3,84,4,250,4,1,3,31,28,2009
46,8,2,6,8,4,65250,11,40,4,469,4,4,3,25,18,617
1225,11,2,7,4,3,41550,12,135,4,240,4,1,3,31,23,870
1434,2,2,1,6,1,48100,3,92,4,240,4,1,3,31,24,3105
1589,11,2,7,4,1,49450,12,123,4,302,4,9,3,31,22,870
1378,8,2,6,8,1,59450,3,69,2,402,4,1,3,19,14,617
752,2,1,6,4,1,47000,11,101,3,292,4,4,1,31,23,3105
1549,3,2,6,6,4,81500,11,24,5,320,4,9,2,29,21,3916
1298,8,2,6,6,4,51100,3,60,4,302,4,1,3,24,18,617
91,10,2,7,8,2,40700,8,121,5,390,4,6,2,21,15,2009
63,3,2,6,6,4,76100,7,22,3,315,2,9,3,32,21,3916
145,3,4,6,6,4,64000,11,71,5,425,4,4,3,26,17,3916
1090,3,2,6,6,4,79500,11,23,4,315,4,9,2,31,20,3916
983,3,2,6,6,4,46250,7,11,3,300,2,9,3,32,21,3916
658,2,1,5,4,1,43350,5,118,3,211,2,9,1,31,22,3105
1598,3,2,1,6,1,57700,3,130,3,255,4,1,3,31,24,3916
1788,11,2,7,6,1,42650,3,134,4,300,4,1,3,23,17,870
114,8,2,6,6,4,61350,5,52,3,329,2,9,3,29,20,617
1619,10,2,7,8,4,49650,3,38,5,390,4,6,2,19,14,2009
1173,10,2,6,6,4,41820,5,10,4,332,2,8,1,25,18,2009
858,11,2,7,4,1,46350,3,134,5,302,4,1,3,29,20,870
571,2,2,6,6,1,53200,3,92,5,272,4,1,3,26,18,3105
196,8,2,1,6,1,63000,3,57,2,240,4,1,2,26,19,617
149,2,2,6,6,1,60900,3,93,2,333,4,1,2,22,16,3105
863,3,4,6,6,4,64200,7,72,3,425,2,4,3,26,17,3916
0,8,2,6,8,4,68700,5,52,4,402,2,9,3,26,17,617
1551,11,2,7,5,1,48175,12,135,4,250,4,1,3,26,19,870
1750,2,4,6,6,1,54000,11,102,2,333,4,4,3,26,17,3105
1301,8,2,6,6,1,65600,11,52,4,329,4,9,3,28,20,617
1392,2,2,1,6,1,55000,3,92,3,240,4,1,3,31,24,3105
1177,8,2,6,6,1,65200,3,57,3,362,4,1,2,21,17,617
476,11,2,7,5,1,43050,12,135,4,250,4,1,3,26,19,870
1831,3,2,5,6,4,48500,7,11,5,320,2,9,3,32,21,3916
1364,3,2,5,4,4,41950,11,12,5,248,4,9,3,34,23,3916
511,10,2,7,8,4,46380,8,121,5,390,4,6,2,21,15,2009
1505,3,2,1,6,1,59300,3,130,5,255,4,1,3,30,23,3916
161,8,2,6,4,4,42650,7,40,5,241,2,9,3,30,23,617
769,2,2,5,4,1,44800,12,139,4,220,4,9,3,28,21,3105
1592,2,2,5,4,1,42700,12,139,4,220,4,9,3,28,21,3105
1169,8,2,6,4,1,40950,11,40,4,241,4,9,3,31,24,617
1663,11,2,7,4,3,43450,11,109,4,240,4,9,3,37,25,870
1152,3,2,6,4,1,42300,11,12,3,240,4,9,3,33,22,3916
544,11,2,7,6,3,42700,3,136,2,240,4,1,3,25,16,870
365,10,2,7,6,3,41610,3,90,4,260,4,1,2,27,20,2009
1613,3,2,5,6,1,46450,7,4,5,335,2,4,1,31,21,3916
1041,8,2,6,4,4,40575,11,40,3,241,4,9,3,34,25,617
1264,3,1,6,6,4,65800,5,138,2,335,2,9,1,24,17,3916
1338,8,2,6,4,1,40950,3,59,4,241,4,1,3,28,21,617
1224,2,1,5,4,1,47000,5,118,5,220,2,9,1,30,23,3105
1727,3,2,6,6,1,80600,7,22,5,315,2,9,3,28,19,3916
1638,11,2,5,4,1,49800,3,136,4,316,4,1,2,25,20,870
1608,8,2,6,8,4,68925,5,113,2,415,2,4,1,28,19,617
3,2,2,6,4,1,50200,5,28,4,220,2,9,3,29,21,3105
1095,2,1,5,4,1,42300,5,25,4,220,2,9,1,32,23,3105
336,8,2,6,6,1,68700,3,63,5,362,4,1,2,22,17,617
1070,8,2,6,6,1,68490,11,45,3,329,4,9,3,28,20,617
646,3,2,6,8,1,75300,3,132,4,445,4,1,3,21,15,3916
1701,2,2,6,6,1,46000,3,92,4,272,4,1,3,26,18,3105
374,8,2,6,8,4,62950,7,40,3,451,2,4,1,19,13,617
1066,2,2,1,6,1,73050,11,30,4,240,4,2,2,35,24,3105
389,8,2,6,12,4,230900,7,100,3,621,2,4,2,20,13,617
676,2,1,6,10,1,199600,5,95,3,550,2,9,1,22,13,3105
1139,8,1,6,8,4,275000,7,114,2,622,2,3,1,17,13,617
1181,6,1,6,8,4,257412,5,13,2,562,2,3,1,17,13,2774
1461,8,2,6,12,4,191300,11,79,5,523,4,3,2,21,13,617
1809,8,2,6,12,4,169050,11,100,4,523,4,9,2,21,12,617
28,6,1,6,8,4,239340,7,13,3,562,2,3,1,17,13,2774
262,6,1,6,12,4,319995,7,53,3,731,2,3,3,16,11,2774
1568,6,1,6,8,4,198190,5,49,2,483,2,3,1,19,13,2774
1710,6,1,6,8,4,257412,5,13,1,562,2,3,1,17,13,2774
712,8,2,6,12,4,215500,7,43,2,621,2,4,2,18,12,617
869,2,1,6,10,1,173800,5,95,2,525,2,9,1,22,13,3105
355,8,2,6,12,4,170750,11,100,5,523,4,9,2,22,13,617
218,8,1,6,8,4,201500,7,114,2,583,2,3,1,19,13,617
1031,8,2,6,12,4,222000,11,100,3,621,4,4,2,20,13,617
1718,3,4,6,4,4,32850,7,4,4,240,2,9,1,34,22,3916
693,2,1,5,4,1,35750,11,25,3,220,4,9,1,33,24,3105
402,10,2,7,4,3,28570,11,37,5,179,4,6,3,39,27,2009
322,10,2,7,6,1,31160,3,84,3,260,4,1,3,28,21,2009
1508,4,2,7,6,4,38635,11,9,5,292,4,10,2,30,19,1013
1454,4,2,4,4,3,25170,11,5,3,184,4,5,3,36,23,1013
148,11,2,7,5,1,38300,11,105,4,250,4,9,3,29,20,870
1439,5,2,7,4,1,25235,3,20,4,180,4,1,1,30,21,819
864,10,2,7,6,4,25750,8,55,5,261,4,6,1,23,16,2009
333,10,2,7,6,1,38730,3,84,5,260,4,1,3,28,21,2009
466,10,2,5,4,3,22300,2,65,3,188,4,1,1,32,28,2009
459,7,2,5,4,4,28650,5,77,2,158,2,10,1,28,21,586
846,10,2,7,4,3,13680,11,125,5,109,4,6,1,35,26,2009
1087,7,2,5,4,4,29265,5,77,2,158,2,10,1,28,21,586
1304,2,2,6,4,1,39300,3,92,3,220,4,1,3,28,20,3105
837,2,1,5,4,3,37300,11,26,5,252,4,9,3,33,25,3105
1142,10,4,6,6,4,37970,7,10,5,332,2,8,1,26,18,2009
482,7,2,7,4,3,30695,11,21,5,184,4,6,3,35,26,586
505,10,2,7,4,1,24140,3,98,3,170,4,1,3,32,25,2009
1309,9,2,7,4,2,27695,3,88,5,168,4,1,1,27,22,436
1114,10,2,7,4,3,23820,3,98,5,170,4,1,3,33,26,2009
1080,10,2,5,6,3,34490,11,78,4,300,4,8,3,30,22,2009
1627,10,2,7,6,4,24630,8,55,3,261,4,6,1,22,16,2009
1597,10,2,7,6,3,29830,3,90,4,260,4,1,2,27,20,2009
631,5,2,5,4,3,22995,12,19,5,160,4,6,1,30,22,819
1437,11,2,7,5,1,37900,3,134,3,250,4,1,3,25,18,870
1576,3,2,6,4,1,35100,3,127,5,228,4,1,1,31,22,3916
542,10,2,7,6,2,30490,3,137,1,261,4,6,3,20,15,2009
49,2,2,5,4,3,36400,3,91,3,200,4,1,1,29,20,3105
1214,7,2,7,4,1,29070,3,47,2,184,4,1,3,30,24,586
1669,10,2,7,6,3,32810,3,90,3,260,4,1,2,27,20,2009
456,9,2,7,4,3,20995,3,88,5,148,4,1,1,30,24,436
1449,9,2,7,4,3,22995,3,87,4,166,4,1,3,31,25,436
570,7,4,7,4,3,20745,2,6,4,155,4,7,1,40,29,586
1243,3,2,6,4,4,31200,3,127,3,240,4,1,3,34,23,3916
1473,5,4,5,4,3,19700,1,18,3,135,2,7,1,34,28,819
621,7,2,7,4,3,24670,10,15,2,157,4,6,1,28,22,586
200,7,2,7,4,3,21240,10,15,3,157,4,6,1,28,21,586
315,5,4,5,4,3,19700,1,18,4,135,2,7,1,34,28,819
129,9,2,7,4,3,23595,3,88,3,168,4,1,1,28,23,436
399,4,2,7,6,1,37755,11,9,4,292,4,6,2,27,18,1013
1046,2,4,6,4,1,39100,11,26,4,220,4,9,3,32,22,3105
1680,7,2,7,4,3,17995,11,6,3,155,4,6,1,41,30,586
919,10,4,7,6,4,25860,8,55,3,261,4,6,1,22,16,2009
844,7,2,7,6,3,35035,3,48,2,273,4,1,2,24,17,586
251,10,2,7,6,3,39180,3,84,5,260,4,1,3,28,21,2009
307,11,2,7,4,3,36600,3,134,4,240,4,1,3,31,23,870
1394,7,2,7,4,1,29470,3,47,4,184,4,1,3,30,24,586
807,10,4,7,4,3,11990,11,125,5,109,4,6,1,36,27,2009
1642,3,2,1,4,4,39850,11,7,4,180,4,2,3,42,32,3916
1717,10,4,6,6,4,33570,7,10,4,332,2,8,1,26,18,2009
789,8,2,1,4,1,38590,3,62,1,200,4,1,3,33,24,617
1288,2,2,6,4,1,39700,11,26,3,220,4,9,3,31,22,3105
11,10,2,7,6,4,32510,8,55,5,261,4,6,1,23,16,2009
1546,11,2,7,4,3,35950,12,123,3,240,4,9,3,37,25,870
522,10,2,7,4,1,21500,3,99,2,170,4,1,3,27,22,2009
1039,9,2,7,3,3,14095,2,82,3,74,4,7,1,44,37,436
1539,10,2,7,4,3,23330,3,98,4,170,4,1,3,33,26,2009
1237,10,2,7,6,2,35610,8,55,4,261,4,6,1,21,15,2009
1425,7,2,7,4,1,37770,3,48,4,227,4,1,2,27,21,586
935,10,2,7,8,2,39780,8,121,2,317,4,5,2,17,12,2009
566,10,2,7,6,3,39180,3,84,4,260,4,1,3,28,21,2009
896,10,2,5,6,3,34380,11,78,2,290,4,10,3,26,19,2009
1427,5,4,5,4,4,24995,5,2,5,160,2,10,1,35,26,819
165,10,2,7,4,3,19960,11,117,3,130,4,6,3,39,30,2009
366,7,4,5,4,4,27550,5,77,2,167,2,10,1,28,21,586
385,7,2,7,4,3,30195,11,21,4,184,4,6,3,38,26,586
728,10,2,7,6,4,24950,8,55,5,261,4,6,1,23,16,2009
986,9,2,5,6,1,28195,3,87,3,224,4,1,3,28,20,436
41,10,2,5,4,3,25240,2,65,4,188,4,1,1,32,28,2009
193,10,2,7,4,3,19990,11,117,5,124,4,6,3,37,29,2009
961,10,4,7,6,2,32340,8,55,5,261,4,6,1,21,16,2009
599,7,2,7,4,1,29220,3,47,3,184,4,1,3,30,24,586
534,10,2,7,4,3,25240,3,98,5,170,4,1,3,33,26,2009
875,11,2,7,6,1,37250,3,134,3,240,4,1,3,25,18,870
1048,9,2,7,4,3,22795,3,88,3,148,4,1,1,32,25,436
937,10,2,7,6,2,34500,3,90,3,260,4,1,2,26,19,2009
1758,7,2,7,4,3,18895,11,6,4,155,4,6,1,41,30,586
179,10,2,7,4,3,17530,2,126,3,109,4,7,1,40,31,2009
319,5,4,5,4,3,17700,1,18,3,101,2,7,1,40,31,819
955,5,2,5,4,3,20885,5,18,5,101,2,6,1,33,27,819
1051,9,2,7,4,1,21995,11,66,4,168,4,6,1,31,23,436
1164,10,2,7,6,3,31950,11,37,3,270,4,10,3,32,22,2009
666,10,2,7,8,4,37670,8,121,5,390,4,6,2,21,15,2009
742,11,2,7,4,3,38150,11,105,3,302,4,9,3,35,24,870
976,10,2,6,6,4,39270,7,10,4,332,2,8,1,26,19,2009
958,9,2,7,3,3,16495,2,82,5,78,4,7,1,43,37,436
1328,7,2,7,4,3,22895,11,21,3,184,4,6,3,38,26,586
1760,9,2,7,4,2,25395,3,88,4,168,4,1,1,27,22,436
1773,10,2,7,4,3,21710,4,86,3,131,4,6,1,26,24,2009
1530,3,4,6,6,4,39600,7,1,1,300,2,9,1,28,20,3916
796,10,2,7,8,4,38510,3,38,3,317,4,6,2,19,13,2009
575,7,2,5,4,4,26395,5,77,4,155,2,10,1,36,27,586
1290,10,4,7,6,4,24540,9,55,3,261,4,6,1,22,16,2009
782,10,2,7,6,4,31690,8,55,4,261,4,6,1,22,16,2009
1745,5,4,5,4,3,19495,12,19,4,160,4,6,1,33,25,819
775,10,2,7,8,2,37810,8,121,5,390,4,6,2,21,15,2009
1266,5,4,5,4,4,28195,5,2,5,160,2,10,1,35,26,819
1488,10,2,7,4,4,20960,9,55,4,152,4,6,1,23,17,2009
1077,4,2,4,6,3,37345,10,122,4,283,4,5,3,25,17,1013
1313,7,2,7,6,1,36625,3,48,2,273,4,1,2,22,16,586
608,10,2,7,4,3,28150,11,37,3,182,4,6,3,38,27,2009
163,10,2,7,4,3,16330,2,126,3,109,4,7,1,40,31,2009
1043,4,2,4,6,1,30900,11,5,5,295,4,5,3,28,18,1013
1783,7,2,7,6,3,29985,3,48,3,273,4,1,2,24,17,586
999,9,4,6,4,1,37995,11,67,3,303,4,4,1,23,17,436
870,9,2,7,4,1,21095,11,66,5,168,4,6,1,30,23,436
629,3,2,5,4,4,33150,7,4,5,248,2,9,1,35,24,3916
923,9,2,7,4,3,24995,3,87,4,166,4,1,3,31,25,436
1180,7,2,5,4,4,29265,5,77,3,158,2,10,1,28,21,586
1253,10,2,7,4,3,15480,2,126,4,109,4,7,1,40,31,2009
268,10,4,7,4,4,21970,9,55,3,152,4,6,1,23,19,2009
264,11,2,7,4,3,33300,11,105,3,240,4,9,3,37,25,870
987,5,4,5,4,3,20395,1,18,4,101,2,7,1,40,31,819
24,7,4,7,4,3,23245,2,6,4,155,4,7,1,40,29,586
1492,9,4,7,3,3,12995,2,82,3,74,4,7,1,42,34,436
1765,11,2,7,5,1,39600,12,123,4,250,4,9,3,29,20,870
87,9,2,7,4,1,24995,3,87,5,166,4,1,3,29,24,436
1516,5,4,5,4,3,18700,1,18,3,101,2,7,1,40,31,819
1741,8,2,6,4,4,39050,11,40,3,241,4,9,3,34,25,617
101,7,2,7,4,3,19960,3,46,5,146,4,1,1,34,29,586
898,4,2,4,4,3,24490,11,5,5,184,4,5,3,36,23,1013
1097,3,2,6,4,4,38500,3,128,3,240,4,1,3,28,21,3916
579,9,4,7,4,3,17595,11,66,4,148,4,6,1,34,24,436
54,10,2,7,4,3,28280,3,98,3,170,4,1,3,33,26,2009
1635,3,4,6,6,4,37200,5,1,1,230,2,9,1,28,19,3916
1187,7,2,7,4,3,21960,3,46,5,146,4,1,1,34,29,586
1153,3,2,6,4,4,38950,3,128,4,240,4,1,3,28,21,3916
1593,7,2,7,4,3,23795,11,6,3,155,4,6,1,41,30,586
316,10,2,7,8,2,37320,8,121,2,317,4,5,2,17,12,2009
1660,4,2,4,4,3,27795,11,5,4,184,4,5,3,36,23,1013
75,8,2,6,6,1,39480,3,62,2,302,4,1,3,24,19,617
585,7,2,7,6,1,31575,3,48,3,273,4,1,2,22,16,586
1657,5,4,5,4,3,22495,1,18,3,160,2,7,1,34,28,819
1790,10,2,5,4,3,20250,2,65,5,188,4,1,1,32,28,2009
2,5,4,5,4,3,19345,12,19,3,160,4,6,1,33,25,819
1268,9,2,7,4,1,26495,3,87,5,166,4,1,3,29,24,436
652,7,2,5,4,4,30550,5,77,3,158,2,10,1,28,21,586
1008,7,4,7,4,3,21795,3,47,4,155,4,1,3,35,26,586
410,10,2,7,4,3,22560,11,37,3,182,4,6,3,38,27,2009
948,10,2,6,4,1,30020,2,65,5,211,4,1,1,29,25,2009
918,4,2,7,6,4,36170,11,9,5,300,4,10,2,30,19,1013
1579,10,4,7,4,3,16990,11,117,5,130,4,6,3,35,27,2009
324,11,2,7,4,3,34150,11,105,4,240,4,9,3,38,26,870
1404,11,4,7,5,3,27850,1,41,1,227,2,7,1,29,21,870
690,10,2,5,4,1,24150,2,65,4,188,4,1,1,31,26,2009
451,2,1,5,4,1,39600,5,25,4,220,2,9,1,32,23,3105
238,9,2,7,4,3,25995,3,88,4,168,4,1,1,28,23,436
812,2,1,5,4,3,38150,5,25,3,170,2,9,1,35,24,3105
1542,10,2,5,4,3,20250,2,65,3,188,4,1,1,32,28,2009
1746,10,4,7,6,4,23000,8,55,4,261,4,6,1,22,17,2009
102,4,2,4,6,3,31875,10,122,4,283,4,5,3,25,17,1013
826,8,1,6,4,3,31300,3,58,3,208,4,1,1,35,25,617
118,10,2,7,4,3,24780,3,98,4,170,4,1,3,33,26,2009
1520,5,4,5,4,4,27495,5,2,5,160,2,10,1,35,26,819
624,10,2,7,6,4,25350,8,55,3,261,4,6,1,22,16,2009
237,9,2,7,4,3,21945,2,68,2,168,4,7,1,29,22,436
1244,9,2,7,4,2,22195,3,88,4,148,4,1,1,29,23,436
